M=SL_NWP_Log
V=2026/06/16-16:38:02
526 SL_LOG_SIGNAL_LOST_DID  common: Signal lost: %d
2351 NETX_WRAPPERS_SOCKET_CREATE_SSL_NOT_ENABLED_1  WLAN_NETSTACK:
2352 NETX_WRAPPERS_SOCKET_CREATE_IP_PORT_STORE_INDEX_OUT_OF_RANGE  WLAN_NETSTACK: dst_port : %d
2353 NETX_WRAPPERS_SOCKET_CREATE_SC_PARAMS_NON_ROM_INVALID_VALUE  WLAN_NETSTACK:
2354 NETX_WRAPPERS_SOCKET_CREATE_IP_STORE_CFG_MAGIC_WORD_INVALID_VALUE  WLAN_NETSTACK:
2355 NETX_WRAPPERS_SOCKET_CREATE_IPV6_STORE_CFG_MAGIC_WORD_INVALID_VALUE  WLAN_NETSTACK:
2356 NETX_WRAPPERS_SOCKET_CREATE_TCP_IP_CMD_WRONG_STATE_CONCURRENT_MODE  WLAN_NETSTACK:
2357 NETX_WRAPPERS_SOCKET_CREATE_TCP_IP_CMD_WRONG_STATE_STA_ALONE  WLAN_NETSTACK:
2358 NETX_WRAPPERS_SOCKET_CREATE_DTLS_LTCP_REJOIN_IN_PROGRESS  WLAN_NETSTACK: vap_id : %d, dtls/ltcp, handle_rejoin_going_on
2359 NETX_WRAPPERS_SOCKET_CREATE_SSL_NOT_ENABLED_2  WLAN_NETSTACK: ssl_enabled : %4x
2360 NETX_WRAPPERS_SOCKET_CREATE_SSL_MAX_SOCKETS_EXCEEDED  WLAN_NETSTACK: ssl_enabled : %4x, max_count : %d
2361 NETX_WRAPPERS_SOCKET_CREATE_UDP_LIMIT_REACHED  WLAN_NETSTACK: opened : %d, max : %d
2362 NETX_WRAPPERS_SOCKET_CREATE_NOT_ENOUGH_TCP_SOCKETS_2  WLAN_NETSTACK: opened : %d, max : %d, socket_type : %d
2363 NETX_WRAPPERS_SOCKET_CREATE_NOT_ENOUGH_LTCP_SOCKETS_2  WLAN_NETSTACK: opened : %d, max : %d
2364 NETX_WRAPPERS_SOCKET_CREATE_WEBSOCKETS_NOT_SUPPORTED_STA_ALONE  WLAN_NETSTACK: ssl_enabled : %4x
2365 NETX_WRAPPERS_SOCKET_CREATE_INVALID_LENGTH_WEBSOCKET_HOST_RESOURCE_NAME  WLAN_NETSTACK: resource_name : %s, host_name : %s, subprotocol : %s
2366 NETX_WRAPPERS_SOCKET_CREATE_SSL_INIT_FAILURE  WLAN_NETSTACK: sock_no : %d, ret : %4x
2367 NETX_WRAPPERS_SOCKET_CREATE_CYASSL_NEW_FAIL  WLAN_NETSTACK: sock_no : %d, ssl_client_ctx : %d
2368 NETX_WRAPPERS_SOCKET_CREATE_IPV6_LTCP_FEATURE_NOT_ENABLED_1  WLAN_NETSTACK:
2369 NETX_WRAPPERS_SOCKET_CREATE_TCP_IP_SOCKETS_LIMIT_EXCEEDED  WLAN_NETSTACK: sock_no : %d, max : %d
2370 NETX_WRAPPERS_SOCKET_CREATE_TCP_IP_MEM_ALLOC_FAILED_1  WLAN_NETSTACK: sock_no : %d
2371 NETX_WRAPPERS_SOCKET_CREATE_UDP_TCP_CLIENT_ERROR  WLAN_NETSTACK: error_code : %4x, sock_no : %d
2372 NETX_WRAPPERS_SOCKET_CREATE_UDP_TCP_CLIENT_SUCCESS  WLAN_NETSTACK: sock_no : %d, src_port : %d, vap_id : %d
2373 NETX_WRAPPERS_SOCKET_CREATE_IPV6_FEATURE_NOT_ENABLED_2  WLAN_NETSTACK:
2374 NETX_WRAPPERS_SOCKET_CREATE_INVALID_SOCKET_NUMBER  WLAN_NETSTACK:
2375 NETX_WRAPPERS_SOCKET_CREATE_TCP_IP_MEM_ALLOC_FAILED_2  WLAN_NETSTACK:
2376 NETX_WRAPPERS_SOCKET_CREATE_TCP_NON_BLOCK_ERROR  WLAN_NETSTACK: error_code : %4x, sock_no : %d
2377 NETX_WRAPPERS_SOCKET_CREATE_TCP_NON_BLOCK_SUCCESS  WLAN_NETSTACK: sock_no : %d, listen_port : %d, max_count : %d
2378 NETX_WRAPPERS_SOCKET_CREATE_IP_VERSION_NOT_ENABLED_TCP_IP_CMD_WRONG_STATE  WLAN_NETSTACK: requested_version : %d, enabled_stacks : %4x
2379 NETX_WRAPPERS_SOCKET_SELECT_MEM_ALLOC_FAILED  WLAN_NETSTACK: select_index : %d, socket_select_count : %d
2380 NETX_WRAPPERS_SOCKET_SELECT_DATA_PENDING_BITMAP_NOT_ZERO_ERROR  WLAN_NETSTACK: data_pending_bitmap : %4x, error : %4x
2381 NETX_WRAPPERS_CLOSE_SOCKET_REJOIN_IN_PROGRESS  WLAN_NETSTACK: sock_no : %d, vap_id : %d
2382 NETX_WRAPPERS_CLOSE_SOCKET_LTCP_REJOIN_IN_PROGRESS  WLAN_NETSTACK: port_no : %d, vap_id : %d
2383 NETX_WRAPPERS_CLOSE_SOCKET_NOT_FOUND_LTCP_PORT_CHECK  WLAN_NETSTACK: sock_no : %d, port_no : %d
2384 NETX_WRAPPERS_CLOSE_SOCKET_TCP_PACKETS_PENDING_IN_QUEUE  WLAN_NETSTACK: sock_no : %d, port_no : %d
2385 NETX_WRAPPERS_HTTP_GET_REQUEST_MEM_ALLOC_FAILED  WLAN_NETSTACK: STATIC_MEM_HTTP_LONG_URL : %d
2386 NETX_WRAPPERS_HTTP_OTAF_REQUEST_FW_UPGRADATION_ERROR  WLAN_NETSTACK: SLI_SI91X_IS_AB_ROLLBACK_ENABLED, fw_upgradation_error : %4x
2387 NETX_WRAPPERS_HTTP_OTAF_REQUEST_MEM_ALLOC_FAILED  WLAN_NETSTACK: STATIC_MEM_HTTP_LONG_URL : %d
2388 NETX_WRAPPERS_HTTP_SERVER_CREDENTIALS_USERNAME_TOO_LONG_OR_NON_NULL_TERMINATED  WLAN_NETSTACK:
2389 NETX_WRAPPERS_ICMP_CLIENT_START_MAXIMUM_PING_DATA_LENGTH_EXCEEDED  WLAN_NETSTACK: data_size : %d, RSI_MAX_PING_DATA_LEN : %d
2390 NETX_WRAPPERS_SOCKET_CONFIG_WRONG_SOCKET_CONFIG_INFO  WLAN_NETSTACK:
2391 NETX_WRAPPERS_SOCKET_CONFIG_MAX_SOCKETS_EXCEEDED_TCP_IP_CMD_WRONG_STATE  WLAN_NETSTACK:
2392 NETX_WRAPPERS_HOST_URL_RESPONSE_HTTP_SERVER_NOT_WAITING  WLAN_NETSTACK:
2393 NETX_WRAPPERS_SNMP_TRAP_PKT_RELEASE  WLAN_NETSTACK:
2394 NETX_WRAPPERS_PER_SOCKET_TIMEOUT_HANDLER_SOCKET_READ_TIMEOUT_ERROR  WLAN_NETSTACK: sockfd : %d
2395 NETX_WRAPPERS_READ_DATA_NOT_ENOUGH_SOCKETS  WLAN_NETSTACK: max_sockets : %d, sockfd : %d
2396 NETX_WRAPPERS_READ_DATA_SYNCHRONOUS_DATA_READ_FEATURE_NOT_ENABLED  WLAN_NETSTACK: sockfd : %d
2397 NETX_WRAPPERS_READ_DATA_TCP_IP_MEM_ALLOC_FAILED  WLAN_NETSTACK: ssl_error : %4x, sockfd : %d
2398 NETX_WRAPPERS_READ_DATA_TCP_IP_CMD_WRONG_STATE  WLAN_NETSTACK: socket_state : %4x, sock_type : %4x, sockfd : %d
2399 NETX_WRAPPERS_DHCP_CLIENT_USER_CLASS_INVALID_USER_CLASS_DATA_COUNT  WLAN_NETSTACK:
2400 NETX_WRAPPERS_DHCP_CLIENT_USER_CLASS_INVALID_PACKET_LENGTH  WLAN_NETSTACK:
2401 NETX_WRAPPERS_DHCP_CLIENT_USER_CLASS_TCP_IP_MEM_ALLOC_FAILED  WLAN_NETSTACK:
2402 NETX_WRAPPERS_TCP_ACCEPT_LTCP_SOCKET_NOT_FOUND  WLAN_NETSTACK: max_sockets : %d, sockfd : %d
2403 NETX_WRAPPERS_TCP_ACCEPT_NON_LTCP_SOCKET_NOT_FOUND  WLAN_NETSTACK: sock_type : %4x, sockfd : %d
2404 NETX_WRAPPERS_TCP_ACCEPT_LTCP_FEATURE_NOT_ENABLED  WLAN_NETSTACK: socket_bitmap : %4x, sockfd : %d
2405 NETX_WRAPPERS_TCP_ACCEPT_LTCP_SOCKET_ACCEPT_FAIL  WLAN_NETSTACK: status : %4x, sockfd : %d
2406 NETX_WRAPPERS_HTTP_CLIENT_POST_TCP_IP_CMD_WRONG_STATE  WLAN_NETSTACK: http_client_state : %4x, frame_type : %4x
2407 NETX_WRAPPERS_TCP_IP_REQ_COMMAND_PARSER_WISE_ERROR_WRONG_STATE  WLAN_NETSTACK: cmd_state : %4x, TCP_IP_BYPASS_MODE : %4x
2408 NETX_WRAPPERS_TCP_IP_REQ_COMMAND_PARSER_SSL_FEATURE_NOT_ENABLED  WLAN_NETSTACK:
2409 NETX_WRAPPERS_DEL_TCP_RECV_QUEUE_OOO_PKTS_HEAD_PKT_RELEASE  WLAN_NETSTACK:
2410 NETX_WRAPPERS_DEL_TCP_RECV_QUEUE_OOO_PKTS_MID_PKT_RELEASE  WLAN_NETSTACK:
2411 NETX_WRAPPERS_RSI_FREE_TCP_QUEUE_PKTS_PKT_RELEASE  WLAN_NETSTACK:
2412 NETX_WRAPPERS_UPDATE_TCP_WINDOW_SIZE_COEX_ENABLE  WLAN_NETSTACK: tcp_available_window_size : %4x, tcp_maximum_window_size : %4x, tcp_minimum_window_size : %4x
2413 NETX_WRAPPERS_UPDATE_TCP_WINDOW_SIZE_COEX_DISABLE  WLAN_NETSTACK: tcp_available_window_size : %4x, tcp_maximum_window_size : %4x, tcp_minimum_window_size : %4x
2414 NETX_WRAPPERS_UPDATE_TCP_WINDOW_SIZE_COEX_ENABLED_PER_SOCKET_CUR_WIN_SIZE_GREATER_THAN_MIN_WIN_SIZE  WLAN_NETSTACK: sock_index : %d, rx_window_current : %d, rx_window_default : %d
2415 NETX_WRAPPERS_UPDATE_TCP_WINDOW_SIZE_COEX_ENABLED_PER_SOCKET_CUR_WIN_SIZE_LESS_THAN_COEX_WIN_SIZE  WLAN_NETSTACK: sock_index : %d, rx_window_current : %d, rx_window_default : %d
2416 NETX_WRAPPERS_DHCP_ACQUIRED_DNS_SERVER_ADD_FAIL  WLAN_NETSTACK: status : %4x
2417 NETX_WRAPPERS_SET_INTERNAL_SNI_SSL_NOT_ENABLED  WLAN_NETSTACK: protocol : %4x
2418 NETX_WRAPPERS_SET_INTERNAL_SNI_PREV_PENDING  WLAN_NETSTACK: protocol : %4x
2419 NETX_WRAPPERS_SET_INTERNAL_SNI_STRUCT_MALLOC_FAIL  WLAN_NETSTACK: protocol : %4x
2420 NETX_WRAPPERS_SET_INTERNAL_SNI_DATA_MALLOC_FAIL  WLAN_NETSTACK: protocol : %4x, requested size : %4x
2421 NETX_WRAPPERS_SEND_UDP_DATA_TO_HOST_DTLS_RX_FAIL  WLAN_NETSTACK: sockfd : %d
2422 NETX_WRAPPERS_UDP_DATA_PKT_TO_HOST_NON_ROM_SSL_RX_FAIL  WLAN_NETSTACK: sockfd : %d, status : %4x
2423 NETX_WRAPPERS_UDP_DATA_PKT_TO_HOST_NON_ROM_ORIG_PKT_RELEASE  WLAN_NETSTACK: sockfd : %d
2424 NETX_WRAPPERS_UDP_DATA_PKT_TO_HOST_NON_ROM_SSL_RX_LEN_EXCEEDED  WLAN_NETSTACK: sockfd : %d
2425 NETX_NX_ARP_DYNAMIC_ENTRIES_INVALIDATE_ENTRY  WLAN_NETSTACK:
2426 NETX_NX_ARP_DYNAMIC_ENTRIES_INVALIDATE_EXIT  WLAN_NETSTACK:
2427 NETX_NX_ARP_DYNAMIC_ENTRY_SET_ENTRY  WLAN_NETSTACK:
2428 NETX_NX_ARP_DYNAMIC_ENTRY_SET_ERROR  WLAN_NETSTACK: status: %4x
2429 NETX_NX_ARP_DYNAMIC_ENTRY_SET_EXIT_1  WLAN_NETSTACK:
2430 NETX_NX_ARP_DYNAMIC_ENTRY_SET_EXIT_2  WLAN_NETSTACK:
2431 NETX_ARP_ENABLE_ENTRY  WLAN_NETSTACK:
2432 NETX_ARP_ENABLE_EXIT  WLAN_NETSTACK:
2433 NETX_ARP_ENTRY_ALLOCATE_ENTRY  WLAN_NETSTACK:
2434 NETX_ARP_ENTRY_ALLOCATE_EXIT  WLAN_NETSTACK: status : %4x
2435 NETX_ARP_GRATUITOUS_SEND_ENTRY  WLAN_NETSTACK:
2436 NETX_ARP_GRATUITOUS_SEND_PACKET_ALLOCATE_FAIL  WLAN_NETSTACK:
2437 NETX_ARP_GRATUITOUS_SEND_EXIT  WLAN_NETSTACK:
2438 NETX_NX_ARP_HARDWARE_ADDR_FIND_ENTRY  WLAN_NETSTACK:
2439 NETX_NX_ARP_HARDWARE_ADDR_FIND_EXIT_1  WLAN_NETSTACK:
2440 NETX_NX_ARP_HARDWARE_ADDR_FIND_EXIT_2  WLAN_NETSTACK:
2441 NETX_ARP_INFO_GET_ENTRY  WLAN_NETSTACK:
2442 NETX_ARP_INFO_GET_EXIT  WLAN_NETSTACK:
2443 NETX_ARP_INITIALIZE_ENTRY  WLAN_NETSTACK:
2444 NETX_ARP_INITIALIZE_EXIT  WLAN_NETSTACK:
2445 NETX_ARP_IP_ADDR_FIND_ENTRY  WLAN_NETSTACK:
2446 NETX_ARP_IP_ADDR_FIND_EXIT_1  WLAN_NETSTACK:
2447 NETX_ARP_IP_ADDR_FIND_EXIT_2  WLAN_NETSTACK:
2448 NETX_ARP_IP_ADDR_FIND_ENTRY_NOT_FOUND  WLAN_NETSTACK:
2449 NETX_NX_ARP_STATIC_ENTRIES_DELETE_ENTRY  WLAN_NETSTACK:
2450 NETX_NX_ARP_STATIC_ENTRIES_DELETE_EXIT  WLAN_NETSTACK:
2451 NETX_ARP_STATIC_ENTRY_CREATE_ENTRY  WLAN_NETSTACK:
2452 NETX_ARP_STATIC_ENTRY_CREATE_IP_ADDR_ERROR  WLAN_NETSTACK:
2453 NETX_ARP_STATIC_ENTRY_CREATE_EXIT  WLAN_NETSTACK: status : %4x
2454 NETX_NX_ICMP_CLEANUP_ENTRY  WLAN_NETSTACK:
2455 NETX_NX_ICMP_CLEANUP_EXIT  WLAN_NETSTACK:
2456 NETX_NX_ICMP_ENABLE_ENTRY  WLAN_NETSTACK:
2457 NETX_NX_ICMP_ENABLE_EXIT  WLAN_NETSTACK:
2458 NETX_NX_ICMP_INFO_GET_ENTRY  WLAN_NETSTACK:
2459 NETX_NX_ICMP_INFO_GET_EXIT  WLAN_NETSTACK:
2460 NETX_NX_ICMP_INTERFACE_PING6_ENTRY  WLAN_NETSTACK:
2461 NETX_NX_ICMP_INTERFACE_PING6_THREAD_SUSPEND  WLAN_NETSTACK: status: %4x
2462 NETX_NX_ICMP_INTERFACE_PING6_NO_RESPONSE  WLAN_NETSTACK:
2463 NETX_ICMP_PACKET_PROCESS_ENTRY  WLAN_NETSTACK:
2464 NETX_ICMP_PACKET_PROCESS_IPV6_FEATURE_NOT_DEFINED  WLAN_NETSTACK:
2465 NETX_ICMP_PACKET_PROCESS_EXIT  WLAN_NETSTACK:
2466 NETX_ICMP_PACKET_RECEIVE_ENTRY  WLAN_NETSTACK:
2467 NETX_ICMP_PACKET_RECEIVE_INVALID_PACKET  WLAN_NETSTACK:
2468 NETX_ICMP_PACKET_RECEIVE_EXIT  WLAN_NETSTACK:
2469 NETX_ICMP_PING_ENTRY  WLAN_NETSTACK:
2470 NETX_ICMP_PING_PACKET_ALLOCATE_FAIL  WLAN_NETSTACK: status : %4x
2471 NETX_ICMP_PING_IP_ADDR_ERROR  WLAN_NETSTACK:
2472 NETX_ICMP_PING_IPSEC_REJECTED  WLAN_NETSTACK:
2473 NETX_ICMP_PING_OVERFLOW_ERROR  WLAN_NETSTACK:
2474 NETX_ICMP_PING_EXIT  WLAN_NETSTACK:
2475 NETX_ICMP_PING_NO_RESPONSE  WLAN_NETSTACK:
2476 NETX_ICMP_PING6_ENTRY  WLAN_NETSTACK:
2477 NETX_ICMP_PING6_INVALID_INTERFACE  WLAN_NETSTACK: status : %4x
2478 NETX_ICMP_PING6_EXIT  WLAN_NETSTACK: status : %4x
2479 NETX_NX_ICMP_QUEUE_PROCESS_ENTRY  WLAN_NETSTACK:
2480 NETX_ICMPV4_PACKET_PROCESS_ENTRY  WLAN_NETSTACK:
2481 NETX_ICMPV4_PACKET_PROCESS_INVALID_CHECKSUM  WLAN_NETSTACK:
2482 NETX_ICMPV4_PACKET_PROCESS_INSUFFICIENT_SPACE_FOR_IPSEC_HEADER  WLAN_NETSTACK:
2483 NETX_ICMPV4_PACKET_PROCESS_PACKET_SEND_DENIED_BY_IPSEC_RULES  WLAN_NETSTACK:
2484 NETX_ICMPV4_PACKET_PROCESS_NO_VALID_INTERFACE_AVAILABLE  WLAN_NETSTACK:
2485 NETX_ICMPV4_PACKET_PROCESS_EXIT  WLAN_NETSTACK:
2486 NETX_NX_ICMPV6_DAD_CLEAR_NDCACHE_ENTRY  WLAN_NETSTACK:
2487 NETX_NX_ICMPV6_DAD_CLEAR_NDCACHE_INVALID_INPUT  WLAN_NETSTACK:
2488 NETX_NX_ICMPV6_DAD_CLEAR_NDCACHE_EXIT  WLAN_NETSTACK:
2489 NETX_ICMPV6_DAD_FAILURE_ENTRY  WLAN_NETSTACK:
2490 NETX_ICMPV6_DAD_FAILURE_EXIT  WLAN_NETSTACK:
2491 NETX_NX_ICMPV6_DEST_TABLE_ADD_ENTRY  WLAN_NETSTACK:
2492 NETX_NX_ICMPV6_DEST_TABLE_ADD_EXIT  WLAN_NETSTACK:
2493 NETX_NX_ICMPV6_DEST_TABLE_FIND_ENTRY  WLAN_NETSTACK:
2494 NETX_NX_ICMPV6_DEST_TABLE_FIND_EXIT  WLAN_NETSTACK:
2495 NETX_ICMPV6_DESTINATION_TABLE_PERIODIC_UPDATE_ENTRY  WLAN_NETSTACK:
2496 NETX_ICMPV6_DESTINATION_TABLE_PERIODIC_UPDATE_EXIT  WLAN_NETSTACK:
2497 NETX_ICMPV6_PACKET_PROCESS_ENTRY  WLAN_NETSTACK:
2498 NETX_ICMPV6_PACKET_PROCESS_INVALID_INTERFACE  WLAN_NETSTACK:
2499 NETX_ICMPV6_PACKET_PROCESS_INVALID_CHECKSUM  WLAN_NETSTACK:
2500 NETX_ICMPV6_PACKET_PROCESS_EXIT  WLAN_NETSTACK:
2501 NETX_NX_ICMPV6_PERFORM_DAD_ENTRY  WLAN_NETSTACK:
2502 NETX_NX_ICMPV6_PERFORM_DAD_EXIT  WLAN_NETSTACK:
2503 NETX_NX_ICMPV6_PROCESS_ECHO_REPLY_ENTRY  WLAN_NETSTACK:
2504 NETX_NX_ICMPV6_PROCESS_ECHO_REPLY_EXIT_1  WLAN_NETSTACK:
2505 NETX_NX_ICMPV6_PROCESS_ECHO_REPLY_EXIT_2  WLAN_NETSTACK:
2506 NETX_NX_ICMPV6_PROCESS_ECHO_REQUEST_ENTRY  WLAN_NETSTACK:
2507 NETX_NX_ICMPV6_PROCESS_ECHO_REQUEST_IPV6_ADDR_STATE_INVALID  WLAN_NETSTACK:
2508 NETX_NX_ICMPV6_PROCESS_ECHO_REQUEST_IP_SOURCE_UNSPECIFIED  WLAN_NETSTACK:
2509 NETX_NX_ICMPV6_PROCESS_ECHO_REQUEST_NOT_ENOUGH_SPACE  WLAN_NETSTACK:
2510 NETX_NX_ICMPV6_PROCESS_ECHO_REQUEST_IPSEC_PKT_DISALLOW  WLAN_NETSTACK:
2511 NETX_ICMPV6_PROCESS_NA_ENTRY  WLAN_NETSTACK:
2512 NETX_ICMPV6_PROCESS_NA_DAD_ERROR  WLAN_NETSTACK:
2513 NETX_ICMPV6_PROCESS_NA_INVALID_PACKET  WLAN_NETSTACK:
2514 NETX_ICMPV6_PROCESS_NA_EXIT_1  WLAN_NETSTACK:
2515 NETX_ICMPV6_PROCESS_NA_EXIT_2  WLAN_NETSTACK:
2516 NETX_ICMPV6_PROCESS_NA_EXIT_3  WLAN_NETSTACK:
2517 NETX_NX_ICMPV6_PROCESS_NS_ENTRY  WLAN_NETSTACK:
2518 NETX_NX_ICMPV6_PROCESS_NS_ICMP_INVALID_PKT  WLAN_NETSTACK:
2519 NETX_NX_ICMPV6_PROCESS_NS_INTERFACE_ADDR_INVALID  WLAN_NETSTACK:
2520 NETX_NX_ICMPV6_PROCESS_NS_EXIT  WLAN_NETSTACK:
2521 NETX_NX_ICMPV6_PROCESS_PACKET_TOO_BIG_ENTRY  WLAN_NETSTACK:
2522 NETX_NX_ICMPV6_PROCESS_PACKET_TOO_BIG_EXIT  WLAN_NETSTACK:
2523 NETX_NX_ICMPV6_PROCESS_PACKET_TOO_BIG_INVALID_MTU_DATA  WLAN_NETSTACK:
2524 NETX_NX_ICMPV6_PROCESS_RA_ENTRY  WLAN_NETSTACK:
2525 NETX_NX_ICMPV6_PROCESS_RA_MSG_INVALID  WLAN_NETSTACK:
2526 NETX_NX_ICMPV6_PROCESS_RA_INVALID_PKT  WLAN_NETSTACK:
2527 NETX_NX_ICMPV6_PROCESS_REDIRECT_ENTRY  WLAN_NETSTACK:
2528 NETX_NX_ICMPV6_PROCESS_REDIRECT_INVALID_PKT_ERROR_1  WLAN_NETSTACK:
2529 NETX_NX_ICMPV6_PROCESS_REDIRECT_INVALID_PKT_ERROR_2  WLAN_NETSTACK:
2530 NETX_NX_ICMPV6_PROCESS_REDIRECT_INVALID_PKT_ERROR_3  WLAN_NETSTACK:
2531 NETX_NX_ICMPV6_PROCESS_REDIRECT_INVALID_PKT_ERROR_4  WLAN_NETSTACK:
2532 NETX_NX_ICMPV6_PROCESS_REDIRECT_INVALID_PKT_ERROR_5  WLAN_NETSTACK:
2533 NETX_NX_ICMPV6_PROCESS_REDIRECT_EXIT  WLAN_NETSTACK:
2534 NETX_ICMPV6_SEND_ERROR_MESSAGE_ENTRY  WLAN_NETSTACK:
2535 NETX_ICMPV6_SEND_ERROR_MESSAGE_EXIT_1  WLAN_NETSTACK:
2536 NETX_ICMPV6_SEND_ERROR_MESSAGE_EXIT_2  WLAN_NETSTACK:
2537 NETX_ICMPV6_SEND_ERROR_MESSAGE_PACKET_ALLOCATION_FAIL  WLAN_NETSTACK:
2538 NETX_ICMPV6_SEND_ERROR_MESSAGE_IPV6_INTERFACE_FIND_FAIL  WLAN_NETSTACK:
2539 NETX_ICMPV6_SEND_ERROR_MESSAGE_IPV6_OUTGOING_ADDR_INVALID  WLAN_NETSTACK:
2540 NETX_ICMPV6_SEND_ERROR_MESSAGE_EXIT_3  WLAN_NETSTACK:
2541 NETX_ICMPV6_SEND_ERROR_MESSAGE_EXIT_4  WLAN_NETSTACK:
2542 NETX_ICMPV6_SENDS_NS_ENTRY  WLAN_NETSTACK:
2543 NETX_ICMPV6_SENDS_NS_PACKET_ALLOCATE_FAIL  WLAN_NETSTACK:
2544 NETX_ICMPV6_SENDS_NS_EXIT  WLAN_NETSTACK:
2545 NETX_ICMPV6_SEND_QUEUED_PACKETS_ENTRY  WLAN_NETSTACK:
2546 NETX_ICMPV6_SEND_QUEUED_PACKETS_NO_QUEUED_PACKETS  WLAN_NETSTACK:
2547 NETX_ICMPV6_SEND_QUEUED_PACKETS_EXIT_1  WLAN_NETSTACK:
2548 NETX_ICMPV6_SEND_QUEUED_PACKETS_EXIT_2  WLAN_NETSTACK:
2549 NETX_ICMPV6_SEND_QUEUED_PACKETS_EXIT_3  WLAN_NETSTACK:
2550 NETX_NX_ICMPV6_SEND_RS_ENTRY  WLAN_NETSTACK:
2551 NETX_NX_ICMPV6_SEND_RS_EXIT_1  WLAN_NETSTACK:
2552 NETX_NX_ICMPV6_SEND_RS_EXIT_2  WLAN_NETSTACK:
2553 NETX_NX_ICMPV6_SEND_RS_EXIT_3  WLAN_NETSTACK:
2554 NETX_NX_ICMPV6_SEND_RS_GET_PKT_ERROR  WLAN_NETSTACK:
2555 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_ENTRY  WLAN_NETSTACK:
2556 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_1  WLAN_NETSTACK:
2557 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_2  WLAN_NETSTACK:
2558 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_3  WLAN_NETSTACK:
2559 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_4  WLAN_NETSTACK:
2560 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_5  WLAN_NETSTACK:
2561 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_NOT_SUCCESSFUL_6  WLAN_NETSTACK:
2562 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_VALIDATE_OPTIONS  WLAN_NETSTACK:
2563 NETX_ICMPV6_VALIDATE_NEIGHBOUR_MESSAGE_EXIT  WLAN_NETSTACK:
2564 NETX_NX_ICMPV6_VALIDATE_OPTIONS_ENTRY  WLAN_NETSTACK:
2565 NETX_NX_ICMPV6_VALIDATE_OPTIONS_NOT_SUCCESS  WLAN_NETSTACK:
2566 NETX_NX_ICMPV6_VALIDATE_OPTIONS_EXIT  WLAN_NETSTACK:
2567 NETX_ICMPV6_VALIDATE_RA_ENTRY  WLAN_NETSTACK:
2568 NETX_ICMPV6_VALIDATE_RA_NOT_SUCCESSFUL_1  WLAN_NETSTACK:
2569 NETX_ICMPV6_VALIDATE_RA_NOT_SUCCESSFUL_2  WLAN_NETSTACK:
2570 NETX_ICMPV6_VALIDATE_RA_NOT_SUCCESSFUL_3  WLAN_NETSTACK:
2571 NETX_ICMPV6_VALIDATE_RA_NOT_SUCCESSFUL_4  WLAN_NETSTACK:
2572 NETX_ICMPV6_VALIDATE_RA_EXIT_1  WLAN_NETSTACK:
2573 NETX_ICMPV6_VALIDATE_RA_EXIT_2  WLAN_NETSTACK:
2574 NETX_IGMP_ENABLE_ENTRY  WLAN_NETSTACK:
2575 NETX_IGMP_ENABLE_EXIT  WLAN_NETSTACK:
2576 NETX_NX_IGMP_INFO_GET_EXIT  WLAN_NETSTACK:
2577 NETX_IGMP_LOOPBACK_DISABLE_ENTRY  WLAN_NETSTACK:
2578 NETX_IGMP_LOOPBACK_DISABLE_EXIT  WLAN_NETSTACK:
2579 NETX_IGMP_LOOPBACK_ENABLE_ENTRY  WLAN_NETSTACK:
2580 NETX_IGMP_LOOPBACK_ENABLE_EXIT  WLAN_NETSTACK:
2581 NETX_NX_IGMP_MULTICAST_INTERFACE_JOIN_ENTRY  WLAN_NETSTACK:
2582 NETX_NX_IGMP_MULTICAST_INTERFACE_JOIN_EXIT_1  WLAN_NETSTACK:
2583 NETX_NX_IGMP_MULTICAST_INTERFACE_JOIN_EXIT_2  WLAN_NETSTACK:
2584 NETX_NX_IGMP_MULTICAST_JOIN_ENTRY  WLAN_NETSTACK:
2585 NETX_NX_IGMP_MULTICAST_JOIN_EXIT_1  WLAN_NETSTACK:
2586 NETX_NX_IGMP_MULTICAST_JOIN_EXIT_2  WLAN_NETSTACK:
2587 NETX_IGMP_MULTICAST_LEAVE_ENTRY  WLAN_NETSTACK:
2588 NETX_IGMP_MULTICAST_LEAVE_EXIT  WLAN_NETSTACK:
2589 NETX_IGMP_MULTICAST_LEAVE_ENTRY_NOT_FOUND  WLAN_NETSTACK:
2590 NETX_IGMP_PACKET_PROCESS_ENTRY  WLAN_NETSTACK:
2591 NETX_IGMP_PACKET_PROCESS_INVALID_PAYLOAD_LENGTH  WLAN_NETSTACK:
2592 NETX_IGMP_PACKET_PROCESS_INVALID_CHECKSUM  WLAN_NETSTACK:
2593 NETX_IGMP_PACKET_PROCESS_EXIT  WLAN_NETSTACK:
